_id,name,slug,rootCategory,leafCategory,Price,Brand,Availability,Category,Wearing style,Back design,Driver type,Connectivity,Connector / plug,Microphone,Noise cancelling,Requires amplifier,Device type,Form factor,Amplification,DAC included,Balanced output,Inputs,Outputs,Accessory type,Connector / termination,Compatibility
3O1ZNp54LWQGln4uEAUIek,"Aune Audio AR3",aune-audio-ar3,accessories,Headphone Cables,needs value,needs value,needs value,needs value,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,needs value,needs value,needs value
3ue0Qq0vhQXjVDzPYWpU1M,"Dekoni Audio Elite Sheepskin Ear Pads for Audeze LCD Series",dekoni-audio-elite-sheepskin-ear-pads-for-audeze-lcd-series,accessories,Earpads,needs value,needs value,needs value,needs value,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,needs value,N/A: Earpads, eartips, stands, cases and care products have no connector/termination,needs value
A5Y8wEwAn6Fo0zYQ5BM7Yv,"Meze Audio Mono 3.5mm to Balanced 4.4mm Silver-Plated Headphone Cable - 3.9ft.",meze-audio-mono-3-5mm-to-balanced-4-4mm-silver-plated-headphone-cable-3-9ft,accessories,Headphone Cables,needs value,needs value,needs value,needs value,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,needs value,needs value,needs value
Agdc7UdudmikAzJtKWUOut,"CrinEar Reference In-Ear Headphones",crinear-reference-in-ear-headphones,headphones,Universal IEMs,needs value,needs value,needs value,needs value,needs value,N/A: IEMs (Universal IEMs) have no ear cup / back design,needs value,needs value,needs value,needs value,needs value,needs value,N/A: Facet only applies to audio-electronics products; this product is headphones,N/A: Facet only applies to audio-electronics products; this product is headphones,N/A: Facet only applies to audio-electronics products; this product is headphones,N/A: Facet only applies to audio-electronics products; this product is headphones,N/A: Facet only applies to audio-electronics products; this product is headphones,N/A: Facet only applies to audio-electronics products; this product is headphones,N/A: Facet only applies to audio-electronics products; this product is headphones,N/A: Facet only applies to accessories products; this product is headphones,N/A: Facet only applies to accessories products; this product is headphones,N/A: Facet only applies to accessories products; this product is headphones
Agdc7UdudmikAzJtKWUVPW,"64 Audio U4s In-Ear Headphones",64-audio-u4s-in-ear-headphones,headphones,Universal IEMs,needs value,needs value,needs value,needs value,needs value,N/A: IEMs (Universal IEMs) have no ear cup / back design,needs value,needs value,needs value,needs value,needs value,needs value,N/A: Facet only applies to audio-electronics products; this product is headphones,N/A: Facet only applies to audio-electronics products; this product is headphones,N/A: Facet only applies to audio-electronics products; this product is headphones,N/A: Facet only applies to audio-electronics products; this product is headphones,N/A: Facet only applies to audio-electronics products; this product is headphones,N/A: Facet only applies to audio-electronics products; this product is headphones,N/A: Facet only applies to audio-electronics products; this product is headphones,N/A: Facet only applies to accessories products; this product is headphones,N/A: Facet only applies to accessories products; this product is headphones,N/A: Facet only applies to accessories products; this product is headphones
C0JSb66CHOxy1G14ni5ga1,"Kanto Headphone Stand",kanto-headphone-stand,accessories,Headphone Stands,needs value,needs value,needs value,needs value,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,needs value,N/A: Earpads, eartips, stands, cases and care products have no connector/termination,needs value
DZc43yHr6ydfgE7zB3xGkY,"Dekoni Audio EPZ-HD800-ELVL Replacement Ear Pads for Sennheiser HD800 and HD800S Elite Velour",dekoni-audio-epz-hd800-elvl-replacement-ear-pads-for-sennheiser-hd800-and-hd800s-elite-velour,accessories,Earpads,needs value,needs value,needs value,needs value,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,needs value,N/A: Earpads, eartips, stands, cases and care products have no connector/termination,needs value
DZc43yHr6ydfgE7zB3xQZo,"Apos x Community Rock Lobster IEMs",apos-x-community-rock-lobster-iems,accessories,Earpads,needs value,needs value,needs value,needs value,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,needs value,N/A: Earpads, eartips, stands, cases and care products have no connector/termination,needs value
DZc43yHr6ydfgE7zB3xWAf,"ErgoDox 76 'Hot Dox' V2 Mechanical Keyboard",ergodox-76-hot-dox-v2-mechanical-keyboard,accessories,Earpads,needs value,needs value,needs value,needs value,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,needs value,N/A: Earpads, eartips, stands, cases and care products have no connector/termination,needs value
DZc43yHr6ydfgE7zB3xXvF,"Apos x Bob Ross Panoramic Scenic Keycaps",apos-x-bob-ross-panoramic-scenic-keycaps,accessories,Earpads,needs value,needs value,needs value,needs value,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,needs value,N/A: Earpads, eartips, stands, cases and care products have no connector/termination,needs value
DZc43yHr6ydfgE7zB3xYMO,"Linus Tech Tips Keycaps",linus-tech-tips-keycaps,accessories,Earpads,needs value,needs value,needs value,needs value,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,needs value,N/A: Earpads, eartips, stands, cases and care products have no connector/termination,needs value
DZc43yHr6ydfgE7zB3xyL0,"Bose QC35 Replacement Ear Pads",bose-qc35-replacement-ear-pads,accessories,Earpads,needs value,needs value,needs value,needs value,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,needs value,N/A: Earpads, eartips, stands, cases and care products have no connector/termination,needs value
DZc43yHr6ydfgE7zB3y0Zk,"Bose QC35 Cooling Gel Earpads - WC FreeZe",bose-qc35-cooling-gel-earpads-wc-freeze,accessories,Earpads,needs value,needs value,needs value,needs value,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,needs value,N/A: Earpads, eartips, stands, cases and care products have no connector/termination,needs value
DZc43yHr6ydfgE7zB3y3Fd,"Earpads For Sony WH900N",earpads-for-sony-wh900n,accessories,Earpads,needs value,needs value,needs value,needs value,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,needs value,N/A: Earpads, eartips, stands, cases and care products have no connector/termination,needs value
DZc43yHr6ydfgE7zB3yCRg,"Dekoni Audio EPZ-DT78990-ELVL Replacement Ear Pads for Beyerdynamic DT and AKG K Series Elite Velour",dekoni-audio-epz-dt78990-elvl-replacement-ear-pads-for-beyerdynamic-dt-and-akg-k-series-elite-ve,accessories,Earpads,needs value,needs value,needs value,needs value,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,needs value,N/A: Earpads, eartips, stands, cases and care products have no connector/termination,needs value
DZc43yHr6ydfgE7zB3yFnn,"Dekoni Audio EPZ-FOCAL-STELLIA Replacement Ear Pads for Focal Headphones",dekoni-audio-epz-focal-stellia-replacement-ear-pads-for-focal-headphones,accessories,Earpads,needs value,needs value,needs value,needs value,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,needs value,N/A: Earpads, eartips, stands, cases and care products have no connector/termination,needs value
DZc43yHr6ydfgE7zB3ycZL,"Bose QuietComfort Ultra Gen 1 & Gen 2 Cooling Gel Earpads - WC FreeZe QC Ultra",bose-quietcomfort-ultra-gen-1-gen-2-cooling-gel-earpads-wc-freeze-qc-ultra,accessories,Earpads,needs value,needs value,needs value,needs value,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,needs value,N/A: Earpads, eartips, stands, cases and care products have no connector/termination,needs value
